ActivityID,ActivityTitle,EventAddress1,EventAddress2,EventAddress3,EventTown,EventCountyID,EventPostCode,EventDetails,TelephonePublic,ContactNamePublic,EventDate,EventTime,BookingRequired,Cost,URL,KeyNum,SitePublishStatus,Active
18071,Pumpkin party,46 - 48 Grove Street,,,Swadlincote,11,DE11 9DD,Open garden event linking healthy eating / lifestyles with gardening activity for all the family,01283 219761,Chris Harris,30-Oct-09,0930 - 1.00,FALSE,Free,,{F359962D-2913-49A3-BD38-D6D76D2078A4},P,TRUE
18143,Spotlight on Vital Communities,Arts Picturehouse,38-39 St Andrew's Street,,Cambridge,5,CB2 3AR,"Film screening with Q + A and refreshments.Vital Communities is a unique action research study taking place across Cambridgeshire and Peterborough and aiming to measure the impact of taking part in the arts.  Funded by NESTA, Spotlight is an in-depth film analysis of the workings and impacts of Vital Communities in four specific locations: Peterborough, Sutton, Trumpington and Wisbech St Mary.",01223 715475,Karen Thomas,29-Oct-09,1730,TRUE,Free,http://www.cambridgeshire.gov.uk/leisure/arts/vitalcommunities.htm,{F13B7029-68BB-4274-8DD7-950790DE9D8A},R,TRUE
18144,St Neots Family Learning Festival,St. Neots Community College,Barford Road,Eynesbury,St. Neots,5,PE19 2SH,,01480 223348,Judy Duddridge,17-Oct-09,1000,FALSE,Free,,{C044978C-F59D-45CB-8BAD-140C5E42CFF4},R,TRUE
18130,Staffordshire Moorlands Family Learning Event,Tittesworth Reservoir,Meerbrook,,Nr Leek,53,ST13 8SW,"The event is free to all members of the public.  The Adult and Community Learning Service will be working in partnership with the Library Service, C&LP, Staffordshire Wildlife Trust, Health Trainers, fire brigrade and Leek College.  The event includes family activities inline with this years discovery themes:  Make a postcard and put yourself in the picture, discover your sport skills and health check, discover wildlife and create a story stick, discover your confidence levels and climb a mobile wall, healthy plates, clay hedgehogs, nature trail, bug hunts, garlic planting, kite making and pirate activities.  Adults will have the opportunity to talk to Outreach Workers about follow on programmes.  All participants will receive a free goody bag.",07800 626586,Amanda Darlington,14-Oct-09,0900 - 15.30,FALSE,Free,www.staffordshire.gov.uk/acl,{821FF25B-8C75-4C06-864C-8EAC7E8FE82C},P,TRUE
18150,Stargazing,Central Library,124 York Road,,Hartlepool,15,TS26 9DE,"A maritime-themed family fun day with a science twist. Gaze at the stars in our planetarium, find out why objects float (or sink!) and much more. Lots of free activites suitable for families with children of all ages. ",01429 263778,Diane Marlborough,17-Oct-09,10 till 4,FALSE,Free,www.hartlepool.gov.uk/libraries,{70421773-6BDE-42A5-AA6A-103AD5A38E21},R,TRUE
18154,Tracing Roots,The Point ,16 South Parade,,Doncaster,77,DN1 2DR,During October -November we will be creating an exhibition full of interactive arts activities for people of all ages to explore independently by adding to the gowning art work. ,01302 341662,Helen Jones,15-Oct-09,Mon to Fri 10 till 4pm& till 9pm on Wed&Thurs,FALSE,Free,www.thepoint.org.uk,{810A4A65-B358-4D2C-9681-633EA5103D88},R,TRUE
18155,Tracing Roots,The Point ,16 South Parade,,Doncaster,77,DN1 2DR,During October -November we will be creating an exhibition full of interactive arts activities for people of all ages to explore independently by adding to the gowning art work. ,01302 341662,Helen Jones,16-Oct-09,Mon to Fri 10 till 4pm& till 9pm on Wed&Thurs,FALSE,Free,www.thepoint.org.uk,{810A4A65-B358-4D2C-9681-633EA5103D88},R,TRUE
18156,Tracing Roots,The Point ,16 South Parade,,Doncaster,77,DN1 2DR,During October -November we will be creating an exhibition full of interactive arts activities for people of all ages to explore independently by adding to the gowning art work. ,01302 341662,Helen Jones,19-Oct-09,Mon to Fri 10 till 4pm& till 9pm on Wed&Thurs,FALSE,Free,www.thepoint.org.uk,{810A4A65-B358-4D2C-9681-633EA5103D88},R,TRUE
18157,Tracing Roots,The Point ,16 South Parade,,Doncaster,77,DN1 2DR,During October -November we will be creating an exhibition full of interactive arts activities for people of all ages to explore independently by adding to the gowning art work. ,01302 341662,Helen Jones,20-Oct-09,Mon to Fri 10 till 4pm& till 9pm on Wed&Thurs,FALSE,Free,www.thepoint.org.uk,{810A4A65-B358-4D2C-9681-633EA5103D88},R,TRUE
18158,Tracing Roots,The Point ,16 South Parade,,Doncaster,77,DN1 2DR,During October -November we will be creating an exhibition full of interactive arts activities for people of all ages to explore independently by adding to the gowning art work. ,01302 341662,Helen Jones,21-Oct-09,Mon to Fri 10 till 4pm & till 9pm on Wed&Thurs,FALSE,Free,www.thepoint.org.uk,{810A4A65-B358-4D2C-9681-633EA5103D88},R,TRUE
18159,Tracing Roots,The Point ,16 South Parade,,Doncaster,77,DN1 2DR,During October -November we will be creating an exhibition full of interactive arts activities for people of all ages to explore independently by adding to the gowning art work. ,01302 341662,Helen Jones,22-Oct-09,Mon to Fri 10 till 4pm & till 9pm on Wed&Thurs,FALSE,Free,www.thepoint.org.uk,{810A4A65-B358-4D2C-9681-633EA5103D88},R,TRUE
18160,Tracing Roots,The Point ,16 South Parade,,Doncaster,77,DN1 2DR,During October -November we will be creating an exhibition full of interactive arts activities for people of all ages to explore independently by adding to the gowning art work. ,01302 341662,Helen Jones,23-Oct-09,Mon to Fri 10 till 4pm & till 9pm on Wed&Thurs,FALSE,Free,www.thepoint.org.uk,{810A4A65-B358-4D2C-9681-633EA5103D88},R,TRUE
18161,Tracing Roots,The Point ,16 South Parade,,Doncaster,77,DN1 2DR,During October -November we will be creating an exhibition full of interactive arts activities for people of all ages to explore independently by adding to the gowning art work. ,01302 341662,Helen Jones,26-Oct-09,Mon to Fri 10 till 4pm & till 9pm on Wed&Thurs,FALSE,Free,www.thepoint.org.uk,{810A4A65-B358-4D2C-9681-633EA5103D88},R,TRUE
18162,Tracing Roots,The Point ,16 South Parade,,Doncaster,77,DN1 2DR,During October -November we will be creating an exhibition full of interactive arts activities for people of all ages to explore independently by adding to the gowning art work. ,01302 341662,Helen Jones,27-Oct-09,Mon to Fri 10 till 4pm & till 9pm on Wed&Thurs,FALSE,Free,www.thepoint.org.uk,{810A4A65-B358-4D2C-9681-633EA5103D88},R,TRUE
18163,Tracing Roots,The Point ,16 South Parade,,Doncaster,77,DN1 2DR,During October -November we will be creating an exhibition full of interactive arts activities for people of all ages to explore independently by adding to the gowning art work. ,01302 341662,Helen Jones,28-Oct-09,Mon to Fri 10 till 4pm & till 9pm on Wed&Thurs,FALSE,Free,www.thepoint.org.uk,{810A4A65-B358-4D2C-9681-633EA5103D88},R,TRUE
18164,Tracing Roots,The Point ,16 South Parade,,Doncaster,77,DN1 2DR,During October -November we will be creating an exhibition full of interactive arts activities for people of all ages to explore independently by adding to the gowning art work. ,01302 341662,Helen Jones,29-Oct-09,Mon to Fri 10 till 4pm & till 9pm on Wed&Thurs,FALSE,Free,www.thepoint.org.uk,{810A4A65-B358-4D2C-9681-633EA5103D88},R,TRUE
18165,Tracing Roots,The Point ,16 South Parade,,Doncaster,77,DN1 2DR,During October -November we will be creating an exhibition full of interactive arts activities for people of all ages to explore independently by adding to the gowning art work. ,01302 341662,Helen Jones,30-Oct-09,Mon to Fri 10 till 4pm & till 9pm on Wed&Thurs,FALSE,Free,www.thepoint.org.uk,{810A4A65-B358-4D2C-9681-633EA5103D88},R,TRUE
18166,Tracing Roots,The Point ,16 South Parade,,Doncaster,77,DN1 2DR,During October -November we will be creating an exhibition full of interactive arts activities for people of all ages to explore independently by adding to the gowning art work. ,01302 341662,Helen Jones,02-Nov-09,Mon to Fri 10 till 4pm & till 9pm on Wed&Thurs,FALSE,Free,www.thepoint.org.uk,{810A4A65-B358-4D2C-9681-633EA5103D88},R,TRUE
18167,Tracing Roots,The Point ,16 South Parade,,Doncaster,77,DN1 2DR,During October -November we will be creating an exhibition full of interactive arts activities for people of all ages to explore independently by adding to the gowning art work. ,01302 341662,Helen Jones,03-Nov-09,Mon to Fri 10 till 4pm & till 9pm on Wed&Thurs,FALSE,Free,www.thepoint.org.uk,{810A4A65-B358-4D2C-9681-633EA5103D88},R,TRUE
18168,Tracing Roots,The Point ,16 South Parade,,Doncaster,77,DN1 2DR,During October -November we will be creating an exhibition full of interactive arts activities for people of all ages to explore independently by adding to the gowning art work. ,01302 341662,Helen Jones,04-Nov-09,Mon to Fri 10 till 4pm & till 9pm on Wed&Thurs,FALSE,Free,www.thepoint.org.uk,{810A4A65-B358-4D2C-9681-633EA5103D88},R,TRUE
18169,Tracing Roots,The Point ,16 South Parade,,Doncaster,77,DN1 2DR,During October -November we will be creating an exhibition full of interactive arts activities for people of all ages to explore independently by adding to the gowning art work. ,01302 341662,Helen Jones,05-Nov-09,Mon to Fri 10 till 4pm & till 9pm on Wed&Thurs,FALSE,Free,www.thepoint.org.uk,{810A4A65-B358-4D2C-9681-633EA5103D88},R,TRUE
18170,Tracing Roots,The Point ,16 South Parade,,Doncaster,77,DN1 2DR,During October -November we will be creating an exhibition full of interactive arts activities for people of all ages to explore independently by adding to the gowning art work. ,01302 341662,Helen Jones,06-Nov-09,Mon to Fri 10 till 4pm & till 9pm on Wed&Thurs,FALSE,Free,www.thepoint.org.uk,{810A4A65-B358-4D2C-9681-633EA5103D88},R,TRUE
18171,Tracing Roots,The Point ,16 South Parade,,Doncaster,77,DN1 2DR,During October -November we will be creating an exhibition full of interactive arts activities for people of all ages to explore independently by adding to the gowning art work. ,01302 341662,Helen Jones,09-Nov-09,Mon to Fri 10 till 4pm & till 9pm on Wed&Thurs,FALSE,Free,www.thepoint.org.uk,{810A4A65-B358-4D2C-9681-633EA5103D88},R,TRUE
18172,Tracing Roots,The Point ,16 South Parade,,Doncaster,77,DN1 2DR,During October -November we will be creating an exhibition full of interactive arts activities for people of all ages to explore independently by adding to the gowning art work. ,01302 341662,Helen Jones,10-Nov-09,Mon to Fri 10 till 4pm & till 9pm on Wed&Thurs,FALSE,Free,www.thepoint.org.uk,{810A4A65-B358-4D2C-9681-633EA5103D88},R,TRUE
18173,Tracing Roots,The Point ,16 South Parade,,Doncaster,77,DN1 2DR,During October -November we will be creating an exhibition full of interactive arts activities for people of all ages to explore independently by adding to the gowning art work. ,01302 341662,Helen Jones,11-Nov-09,Mon to Fri 10 till 4pm & till 9pm on Wed&Thurs,FALSE,Free,www.thepoint.org.uk,{810A4A65-B358-4D2C-9681-633EA5103D88},R,TRUE
18174,Tracing Roots,The Point ,16 South Parade,,Doncaster,77,DN1 2DR,During October -November we will be creating an exhibition full of interactive arts activities for people of all ages to explore independently by adding to the gowning art work. ,01302 341662,Helen Jones,12-Nov-09,Mon to Fri 10 till 4pm & till 9pm on Wed&Thurs,FALSE,Free,www.thepoint.org.uk,{810A4A65-B358-4D2C-9681-633EA5103D88},R,TRUE
18175,Tracing Roots,The Point ,16 South Parade,,Doncaster,77,DN1 2DR,During October -November we will be creating an exhibition full of interactive arts activities for people of all ages to explore independently by adding to the gowning art work. ,01302 341662,Helen Jones,13-Nov-09,Mon to Fri 10 till 4pm & till 9pm on Wed&Thurs,FALSE,Free,www.thepoint.org.uk,{810A4A65-B358-4D2C-9681-633EA5103D88},R,TRUE
18176,Tracing Roots,The Point ,16 South Parade,,Doncaster,77,DN1 2DR,During October -November we will be creating an exhibition full of interactive arts activities for people of all ages to explore independently by adding to the gowning art work. ,01302 341662,Helen Jones,16-Nov-09,Mon to Fri 10 till 4pm & till 9pm on Wed&Thurs,FALSE,Free,www.thepoint.org.uk,{810A4A65-B358-4D2C-9681-633EA5103D88},R,TRUE
18177,Tracing Roots,The Point ,16 South Parade,,Doncaster,77,DN1 2DR,During October -November we will be creating an exhibition full of interactive arts activities for people of all ages to explore independently by adding to the gowning art work. ,01302 341662,Helen Jones,17-Nov-09,Mon to Fri 10 till 4pm & till 9pm on Wed&Thurs,FALSE,Free,www.thepoint.org.uk,{810A4A65-B358-4D2C-9681-633EA5103D88},R,TRUE
18178,Tracing Roots,The Point ,16 South Parade,,Doncaster,77,DN1 2DR,During October -November we will be creating an exhibition full of interactive arts activities for people of all ages to explore independently by adding to the gowning art work. ,01302 341662,Helen Jones,18-Nov-09,Mon to Fri 10 till 4pm & till 9pm on Wed&Thurs,FALSE,Free,www.thepoint.org.uk,{810A4A65-B358-4D2C-9681-633EA5103D88},R,TRUE
18179,Tracing Roots,The Point ,16 South Parade,,Doncaster,77,DN1 2DR,During October -November we will be creating an exhibition full of interactive arts activities for people of all ages to explore independently by adding to the gowning art work. ,01302 341662,Helen Jones,19-Nov-09,Mon to Fri 10 till 4pm & till 9pm on Wed&Thurs,FALSE,Free,www.thepoint.org.uk,{810A4A65-B358-4D2C-9681-633EA5103D88},R,TRUE
18180,Tracing Roots,The Point ,16 South Parade,,Doncaster,77,DN1 2DR,During October -November we will be creating an exhibition full of interactive arts activities for people of all ages to explore independently by adding to the gowning art work. ,01302 341662,Helen Jones,20-Nov-09,Mon to Fri 10 till 4pm & till 9pm on Wed&Thurs,FALSE,Free,www.thepoint.org.uk,{810A4A65-B358-4D2C-9681-633EA5103D88},R,TRUE
18181,Tracing Roots,The Point ,16 South Parade,,Doncaster,77,DN1 2DR,During October -November we will be creating an exhibition full of interactive arts activities for people of all ages to explore independently by adding to the gowning art work. ,01302 341662,Helen Jones,23-Nov-09,Mon to Fri 10 till 4pm & till 9pm on Wed&Thurs,FALSE,Free,www.thepoint.org.uk,{810A4A65-B358-4D2C-9681-633EA5103D88},R,TRUE
18182,Tracing Roots,The Point ,16 South Parade,,Doncaster,77,DN1 2DR,During October -November we will be creating an exhibition full of interactive arts activities for people of all ages to explore independently by adding to the gowning art work. ,01302 341662,Helen Jones,24-Nov-09,Mon to Fri 10 till 4pm & till 9pm on Wed&Thurs,FALSE,Free,www.thepoint.org.uk,{810A4A65-B358-4D2C-9681-633EA5103D88},R,TRUE
18183,Tracing Roots,The Point ,16 South Parade,,Doncaster,77,DN1 2DR,During October -November we will be creating an exhibition full of interactive arts activities for people of all ages to explore independently by adding to the gowning art work. ,01302 341662,Helen Jones,25-Nov-09,Mon to Fri 10 till 4pm & till 9pm on Wed&Thurs,FALSE,Free,www.thepoint.org.uk,{810A4A65-B358-4D2C-9681-633EA5103D88},R,TRUE
18184,Tracing Roots,The Point ,16 South Parade,,Doncaster,77,DN1 2DR,During October -November we will be creating an exhibition full of interactive arts activities for people of all ages to explore independently by adding to the gowning art work. ,01302 341662,Helen Jones,26-Nov-09,Mon to Fri 10 till 4pm & till 9pm on Wed&Thurs,FALSE,Free,www.thepoint.org.uk,{810A4A65-B358-4D2C-9681-633EA5103D88},R,TRUE
18185,Tracing Roots,The Point ,16 South Parade,,Doncaster,77,DN1 2DR,During October -November we will be creating an exhibition full of interactive arts activities for people of all ages to explore independently by adding to the gowning art work. ,01302 341662,Helen Jones,27-Nov-09,Mon to Fri 10 till 4pm & till 9pm on Wed&Thurs,FALSE,Free,www.thepoint.org.uk,{810A4A65-B358-4D2C-9681-633EA5103D88},R,TRUE
18151,Tracing Roots-,The Point ,16 South Parade,,Doncaster,77,DN1 2DR,During October -November we will be creating an exhibition full of interactive arts activities for people of all ages to explore independently by adding to the gowning art work. ,01302 341662,Helen Jones,12-Oct-09,Mon to Fri 10 till 4pm& till 9pm on Wed&Thurs,FALSE,Free,www.thepoint.org.uk,{810A4A65-B358-4D2C-9681-633EA5103D88},R,TRUE
