"title","description","cost","min_age","start","end","published","theme","event_type","picture","contact_name","contact_email_address","contact_phone_number","organisation","cyberevent","venue_name","venue_address_1","venue_address_2","venue_address_3","venue_city","venue_county","venue_postcode","provider","booking required","additional_info"
"Majestic Moves","This class is ideal for adults trying ballet for the first time. Keep fit and supple at a pace that suits you with the beauty and grace of ballet.","All classes cost £5.00 each, £4.00 for concessions","18yrs+",26/10/09 14:00,26/10/09 15:30,TRUE,"Music and Performing Arts","Class",,"DanceEast Box Office","info@danceeast.co.uk","01473 295230",,,"Jerwood DanceHouse","Foundry Lane",,,"Ipswich",,"IP4 1DJ","ace_october",FALSE,"Booking is not required for any of these classes. Just turn up 5-10mins before the class starts and pay at the Box Office."
"Adult Ballet (Beginners)","Focusing on alignment, posture and co-ordination, you will learn the elegant moves of ballet while enjoying a safe workout. With live piano accompaniment.","All classes cost £5.00 each, £4.00 for concessions","16yrs+",05/10/09 18:00,05/10/09 19:15,TRUE,"Music and Performing Arts","Class",,"DanceEast Box Office","info@danceeast.co.uk","01473 295230",,,"Jerwood DanceHouse","Foundry Lane",,,"Ipswich",,"IP4 1DJ","ace_october",FALSE,"Booking is not required for any of these classes. Just turn up 5-10mins before the class starts and pay at the Box Office."
"Adult Ballet (Beginners)","Focusing on alignment, posture and co-ordination, you will learn the elegant moves of ballet while enjoying a safe workout. With live piano accompaniment.","All classes cost £5.00 each, £4.00 for concessions","16yrs+",12/10/09 18:00,12/10/09 19:15,TRUE,"Music and Performing Arts","Class",,"DanceEast Box Office","info@danceeast.co.uk","01473 295230",,,"Jerwood DanceHouse","Foundry Lane",,,"Ipswich",,"IP4 1DJ","ace_october",FALSE,"Booking is not required for any of these classes. Just turn up 5-10mins before the class starts and pay at the Box Office."
"Adult Ballet (Beginners)","Focusing on alignment, posture and co-ordination, you will learn the elegant moves of ballet while enjoying a safe workout. With live piano accompaniment.","All classes cost £5.00 each, £4.00 for concessions","16yrs+",19/10/09 18:00,19/10/09 19:15,TRUE,"Music and Performing Arts","Class",,"DanceEast Box Office","info@danceeast.co.uk","01473 295230",,,"Jerwood DanceHouse","Foundry Lane",,,"Ipswich",,"IP4 1DJ","ace_october",FALSE,"Booking is not required for any of these classes. Just turn up 5-10mins before the class starts and pay at the Box Office."
"Adult Ballet (Beginners)","Focusing on alignment, posture and co-ordination, you will learn the elegant moves of ballet while enjoying a safe workout. With live piano accompaniment.","All classes cost £5.00 each, £4.00 for concessions","16yrs+",26/10/09 18:00,26/10/09 19:15,TRUE,"Music and Performing Arts","Class",,"DanceEast Box Office","info@danceeast.co.uk","01473 295230",,,"Jerwood DanceHouse","Foundry Lane",,,"Ipswich",,"IP4 1DJ","ace_october",FALSE,"Booking is not required for any of these classes. Just turn up 5-10mins before the class starts and pay at the Box Office."
"Adult Ballet (Improvers)","Focusing on alignment, posture and co-ordination, you will learn the elegant moves of ballet while enjoying a safe workout. With live piano accompaniment.","All classes cost £5.00 each, £4.00 for concessions","16yrs+",05/10/09 19:30,05/10/09 21:00,TRUE,"Music and Performing Arts","Class",,"DanceEast Box Office","info@danceeast.co.uk","01473 295230",,,"Jerwood DanceHouse","Foundry Lane",,,"Ipswich",,"IP4 1DJ","ace_october",FALSE,"Booking is not required for any of these classes. Just turn up 5-10mins before the class starts and pay at the Box Office."
"Adult Ballet (Improvers)","Focusing on alignment, posture and co-ordination, you will learn the elegant moves of ballet while enjoying a safe workout. With live piano accompaniment.","All classes cost £5.00 each, £4.00 for concessions","16yrs+",12/10/09 19:30,12/10/09 21:00,TRUE,"Music and Performing Arts","Class",,"DanceEast Box Office","info@danceeast.co.uk","01473 295230",,,"Jerwood DanceHouse","Foundry Lane",,,"Ipswich",,"IP4 1DJ","ace_october",FALSE,"Booking is not required for any of these classes. Just turn up 5-10mins before the class starts and pay at the Box Office."
"Adult Ballet (Improvers)","Focusing on alignment, posture and co-ordination, you will learn the elegant moves of ballet while enjoying a safe workout. With live piano accompaniment.","All classes cost £5.00 each, £4.00 for concessions","16yrs+",19/10/09 19:30,19/10/09 21:00,TRUE,"Music and Performing Arts","Class",,"DanceEast Box Office","info@danceeast.co.uk","01473 295230",,,"Jerwood DanceHouse","Foundry Lane",,,"Ipswich",,"IP4 1DJ","ace_october",FALSE,"Booking is not required for any of these classes. Just turn up 5-10mins before the class starts and pay at the Box Office."
"Adult Ballet (Improvers)","Focusing on alignment, posture and co-ordination, you will learn the elegant moves of ballet while enjoying a safe workout. With live piano accompaniment.","All classes cost £5.00 each, £4.00 for concessions","16yrs+",26/10/09 19:30,26/10/09 21:00,TRUE,"Music and Performing Arts","Class",,"DanceEast Box Office","info@danceeast.co.uk","01473 295230",,,"Jerwood DanceHouse","Foundry Lane",,,"Ipswich",,"IP4 1DJ","ace_october",FALSE,"Booking is not required for any of these classes. Just turn up 5-10mins before the class starts and pay at the Box Office."
"Ashtanga Yoga","Ashtanga Yoga is a powerful and athletic style of yoga that realigns the spine, detoxifies the body and builds strength, flexibility and stamina. This class will be an introduction to the Primary Series, and will include a set sequence of postures (vinyasas) synchronizing breathing with movements. Suitable for all abilities.","All classes cost £5.00 each, £4.00 for concessions","16yrs+",06/10/09 07:30,06/10/09 08:30,TRUE,"Health and Wellbeing","Class",,"DanceEast Box Office","info@danceeast.co.uk","01473 295230",,,"Jerwood DanceHouse","Foundry Lane",,,"Ipswich",,"IP4 1DJ","ace_october",FALSE,"Booking is not required for any of these classes. Just turn up 5-10mins before the class starts and pay at the Box Office."
"Ashtanga Yoga","Ashtanga Yoga is a powerful and athletic style of yoga that realigns the spine, detoxifies the body and builds strength, flexibility and stamina. This class will be an introduction to the Primary Series, and will include a set sequence of postures (vinyasas) synchronizing breathing with movements. Suitable for all abilities.","All classes cost £5.00 each, £4.00 for concessions","16yrs+",13/10/09 07:30,13/10/09 08:30,TRUE,"Health and Wellbeing","Class",,"DanceEast Box Office","info@danceeast.co.uk","01473 295230",,,"Jerwood DanceHouse","Foundry Lane",,,"Ipswich",,"IP4 1DJ","ace_october",FALSE,"Booking is not required for any of these classes. Just turn up 5-10mins before the class starts and pay at the Box Office."
"Ashtanga Yoga","Ashtanga Yoga is a powerful and athletic style of yoga that realigns the spine, detoxifies the body and builds strength, flexibility and stamina. This class will be an introduction to the Primary Series, and will include a set sequence of postures (vinyasas) synchronizing breathing with movements. Suitable for all abilities.","All classes cost £5.00 each, £4.00 for concessions","16yrs+",20/10/09 07:30,20/10/09 08:30,TRUE,"Health and Wellbeing","Class",,"DanceEast Box Office","info@danceeast.co.uk","01473 295230",,,"Jerwood DanceHouse","Foundry Lane",,,"Ipswich",,"IP4 1DJ","ace_october",FALSE,"Booking is not required for any of these classes. Just turn up 5-10mins before the class starts and pay at the Box Office."
"Ashtanga Yoga","Ashtanga Yoga is a powerful and athletic style of yoga that realigns the spine, detoxifies the body and builds strength, flexibility and stamina. This class will be an introduction to the Primary Series, and will include a set sequence of postures (vinyasas) synchronizing breathing with movements. Suitable for all abilities.","All classes cost £5.00 each, £4.00 for concessions","16yrs+",27/10/09 07:30,27/10/09 08:30,TRUE,"Health and Wellbeing","Class",,"DanceEast Box Office","info@danceeast.co.uk","01473 295230",,,"Jerwood DanceHouse","Foundry Lane",,,"Ipswich",,"IP4 1DJ","ace_october",FALSE,"Booking is not required for any of these classes. Just turn up 5-10mins before the class starts and pay at the Box Office."
"Energise","A dynamic, contemporary dance based class working to tone, strengthen and re-energise the body and mind. Wear loose comfortable clothes for this upbeat workout.","All classes cost £5.00 each, £4.00 for concessions","16yrs+",06/10/09 12:00,06/10/09 12:45,TRUE,"Music and Performing Arts","Class",,"DanceEast Box Office","info@danceeast.co.uk","01473 295230",,,"Jerwood DanceHouse","Foundry Lane",,,"Ipswich",,"IP4 1DJ","ace_october",FALSE,"Booking is not required for any of these classes. Just turn up 5-10mins before the class starts and pay at the Box Office."
"Energise","A dynamic, contemporary dance based class working to tone, strengthen and re-energise the body and mind. Wear loose comfortable clothes for this upbeat workout.","All classes cost £5.00 each, £4.00 for concessions","16yrs+",13/10/09 12:00,13/10/09 12:45,TRUE,"Music and Performing Arts","Class",,"DanceEast Box Office","info@danceeast.co.uk","01473 295230",,,"Jerwood DanceHouse","Foundry Lane",,,"Ipswich",,"IP4 1DJ","ace_october",FALSE,"Booking is not required for any of these classes. Just turn up 5-10mins before the class starts and pay at the Box Office."
"Energise","A dynamic, contemporary dance based class working to tone, strengthen and re-energise the body and mind. Wear loose comfortable clothes for this upbeat workout.","All classes cost £5.00 each, £4.00 for concessions","16yrs+",20/10/09 12:00,20/10/09 12:45,TRUE,"Music and Performing Arts","Class",,"DanceEast Box Office","info@danceeast.co.uk","01473 295230",,,"Jerwood DanceHouse","Foundry Lane",,,"Ipswich",,"IP4 1DJ","ace_october",FALSE,"Booking is not required for any of these classes. Just turn up 5-10mins before the class starts and pay at the Box Office."
"Energise","A dynamic, contemporary dance based class working to tone, strengthen and re-energise the body and mind. Wear loose comfortable clothes for this upbeat workout.","All classes cost £5.00 each, £4.00 for concessions","16yrs+",27/10/09 12:00,27/10/09 12:45,TRUE,"Music and Performing Arts","Class",,"DanceEast Box Office","info@danceeast.co.uk","01473 295230",,,"Jerwood DanceHouse","Foundry Lane",,,"Ipswich",,"IP4 1DJ","ace_october",FALSE,"Booking is not required for any of these classes. Just turn up 5-10mins before the class starts and pay at the Box Office."
"Pre-natal Pilates","Women are generally encouraged to continue exercising during pregnancy, and these Pilates classes provide a mild to moderate level of exercise. Pregnancy does alter a woman's response to movement and these classes will be constantly modified to allow for these changes and to maintain safety for mother and baby. Permission from your doctor or midwife is required for you to participate in this class, and all participants should brief the tutor on the current details of their pregnancy.","All classes cost £5.00 each, £4.00 for concessions","16yrs+",06/10/09 13:45,06/10/09 15:00,TRUE,"Health and Wellbeing","Class",,"DanceEast Box Office","info@danceeast.co.uk","01473 295230",,,"Jerwood DanceHouse","Foundry Lane",,,"Ipswich",,"IP4 1DJ","ace_october",FALSE,"Booking is not required for any of these classes. Just turn up 5-10mins before the class starts and pay at the Box Office."
"Pre-natal Pilates","Women are generally encouraged to continue exercising during pregnancy, and these Pilates classes provide a mild to moderate level of exercise. Pregnancy does alter a woman's response to movement and these classes will be constantly modified to allow for these changes and to maintain safety for mother and baby. Permission from your doctor or midwife is required for you to participate in this class, and all participants should brief the tutor on the current details of their pregnancy.","All classes cost £5.00 each, £4.00 for concessions","16yrs+",13/10/09 13:45,13/10/09 15:00,TRUE,"Health and Wellbeing","Class",,"DanceEast Box Office","info@danceeast.co.uk","01473 295230",,,"Jerwood DanceHouse","Foundry Lane",,,"Ipswich",,"IP4 1DJ","ace_october",FALSE,"Booking is not required for any of these classes. Just turn up 5-10mins before the class starts and pay at the Box Office."
"Pre-natal Pilates","Women are generally encouraged to continue exercising during pregnancy, and these Pilates classes provide a mild to moderate level of exercise. Pregnancy does alter a woman's response to movement and these classes will be constantly modified to allow for these changes and to maintain safety for mother and baby. Permission from your doctor or midwife is required for you to participate in this class, and all participants should brief the tutor on the current details of their pregnancy.","All classes cost £5.00 each, £4.00 for concessions","16yrs+",20/10/09 13:45,20/10/09 15:00,TRUE,"Health and Wellbeing","Class",,"DanceEast Box Office","info@danceeast.co.uk","01473 295230",,,"Jerwood DanceHouse","Foundry Lane",,,"Ipswich",,"IP4 1DJ","ace_october",FALSE,"Booking is not required for any of these classes. Just turn up 5-10mins before the class starts and pay at the Box Office."
"Pre-natal Pilates","Women are generally encouraged to continue exercising during pregnancy, and these Pilates classes provide a mild to moderate level of exercise. Pregnancy does alter a woman's response to movement and these classes will be constantly modified to allow for these changes and to maintain safety for mother and baby. Permission from your doctor or midwife is required for you to participate in this class, and all participants should brief the tutor on the current details of their pregnancy.","All classes cost £5.00 each, £4.00 for concessions","16yrs+",27/10/09 13:45,27/10/09 15:00,TRUE,"Health and Wellbeing","Class",,"DanceEast Box Office","info@danceeast.co.uk","01473 295230",,,"Jerwood DanceHouse","Foundry Lane",,,"Ipswich",,"IP4 1DJ","ace_october",FALSE,"Booking is not required for any of these classes. Just turn up 5-10mins before the class starts and pay at the Box Office."
"Egyptian Belly Dancing","An enjoyable dance form offering a fun workout to authentic music. Learn to move your body with style, while achieving fitness and flexibility. Please bring a scarf to tie around your hips.","All classes cost £5.00 each, £4.00 for concessions","16yrs+",06/10/09 14:30,06/10/09 15:45,TRUE,"Music and Performing Arts","Class",,"DanceEast Box Office","info@danceeast.co.uk","01473 295230",,,"Jerwood DanceHouse","Foundry Lane",,,"Ipswich",,"IP4 1DJ","ace_october",FALSE,"Booking is not required for any of these classes. Just turn up 5-10mins before the class starts and pay at the Box Office."
"Egyptian Belly Dancing","An enjoyable dance form offering a fun workout to authentic music. Learn to move your body with style, while achieving fitness and flexibility. Please bring a scarf to tie around your hips.","All classes cost £5.00 each, £4.00 for concessions","16yrs+",13/10/09 14:30,13/10/09 15:45,TRUE,"Music and Performing Arts","Class",,"DanceEast Box Office","info@danceeast.co.uk","01473 295230",,,"Jerwood DanceHouse","Foundry Lane",,,"Ipswich",,"IP4 1DJ","ace_october",FALSE,"Booking is not required for any of these classes. Just turn up 5-10mins before the class starts and pay at the Box Office."
"Egyptian Belly Dancing","An enjoyable dance form offering a fun workout to authentic music. Learn to move your body with style, while achieving fitness and flexibility. Please bring a scarf to tie around your hips.","All classes cost £5.00 each, £4.00 for concessions","16yrs+",20/10/09 14:30,20/10/09 15:45,TRUE,"Music and Performing Arts","Class",,"DanceEast Box Office","info@danceeast.co.uk","01473 295230",,,"Jerwood DanceHouse","Foundry Lane",,,"Ipswich",,"IP4 1DJ","ace_october",FALSE,"Booking is not required for any of these classes. Just turn up 5-10mins before the class starts and pay at the Box Office."
"Egyptian Belly Dancing","An enjoyable dance form offering a fun workout to authentic music. Learn to move your body with style, while achieving fitness and flexibility. Please bring a scarf to tie around your hips.","All classes cost £5.00 each, £4.00 for concessions","16yrs+",27/10/09 14:30,27/10/09 15:45,TRUE,"Music and Performing Arts","Class",,"DanceEast Box Office","info@danceeast.co.uk","01473 295230",,,"Jerwood DanceHouse","Foundry Lane",,,"Ipswich",,"IP4 1DJ","ace_october",FALSE,"Booking is not required for any of these classes. Just turn up 5-10mins before the class starts and pay at the Box Office."
"Pilates (Beginners)","A gentle but effective form of overall exercise offering a holistic approach to body conditioning that improves strength, flexibility, balance and postural alignment.","All classes cost £5.00 each, £4.00 for concessions","16yrs+",06/10/09 18:30,06/10/09 19:45,TRUE,"Sport and Physical Activity","Class",,"DanceEast Box Office","info@danceeast.co.uk","01473 295230",,,"Jerwood DanceHouse","Foundry Lane",,,"Ipswich",,"IP4 1DJ","ace_october",FALSE,"Booking is not required for any of these classes. Just turn up 5-10mins before the class starts and pay at the Box Office."
"Pilates (Beginners)","A gentle but effective form of overall exercise offering a holistic approach to body conditioning that improves strength, flexibility, balance and postural alignment.","All classes cost £5.00 each, £4.00 for concessions","16yrs+",13/10/09 18:30,13/10/09 19:45,TRUE,"Sport and Physical Activity","Class",,"DanceEast Box Office","info@danceeast.co.uk","01473 295230",,,"Jerwood DanceHouse","Foundry Lane",,,"Ipswich",,"IP4 1DJ","ace_october",FALSE,"Booking is not required for any of these classes. Just turn up 5-10mins before the class starts and pay at the Box Office."
"Pilates (Beginners)","A gentle but effective form of overall exercise offering a holistic approach to body conditioning that improves strength, flexibility, balance and postural alignment.","All classes cost £5.00 each, £4.00 for concessions","16yrs+",20/10/09 18:30,20/10/09 19:45,TRUE,"Sport and Physical Activity","Class",,"DanceEast Box Office","info@danceeast.co.uk","01473 295230",,,"Jerwood DanceHouse","Foundry Lane",,,"Ipswich",,"IP4 1DJ","ace_october",FALSE,"Booking is not required for any of these classes. Just turn up 5-10mins before the class starts and pay at the Box Office."
"Pilates (Beginners)","A gentle but effective form of overall exercise offering a holistic approach to body conditioning that improves strength, flexibility, balance and postural alignment.","All classes cost £5.00 each, £4.00 for concessions","16yrs+",27/10/09 18:30,27/10/09 19:45,TRUE,"Sport and Physical Activity","Class",,"DanceEast Box Office","info@danceeast.co.uk","01473 295230",,,"Jerwood DanceHouse","Foundry Lane",,,"Ipswich",,"IP4 1DJ","ace_october",FALSE,"Booking is not required for any of these classes. Just turn up 5-10mins before the class starts and pay at the Box Office."
"Springboard","This class for adults with learning and physical difficulties encourages interaction with fellow group members in the learning and creating of new dance moves. Carers are not required to attend and no previous dance experience is necessary.","All classes cost £5.00 each, £4.00 for concessions","16yrs+",06/10/09 19:30,06/10/09 21:00,TRUE,"Music and Performing Arts","Class",,"DanceEast Box Office","info@danceeast.co.uk","01473 295230",,,"Jerwood DanceHouse","Foundry Lane",,,"Ipswich",,"IP4 1DJ","ace_october",FALSE,"Booking is not required for any of these classes. Just turn up 5-10mins before the class starts and pay at the Box Office."
"Springboard","This class for adults with learning and physical difficulties encourages interaction with fellow group members in the learning and creating of new dance moves. Carers are not required to attend and no previous dance experience is necessary.","All classes cost £5.00 each, £4.00 for concessions","16yrs+",13/10/09 19:30,13/10/09 21:00,TRUE,"Music and Performing Arts","Class",,"DanceEast Box Office","info@danceeast.co.uk","01473 295230",,,"Jerwood DanceHouse","Foundry Lane",,,"Ipswich",,"IP4 1DJ","ace_october",FALSE,"Booking is not required for any of these classes. Just turn up 5-10mins before the class starts and pay at the Box Office."
"Springboard","This class for adults with learning and physical difficulties encourages interaction with fellow group members in the learning and creating of new dance moves. Carers are not required to attend and no previous dance experience is necessary.","All classes cost £5.00 each, £4.00 for concessions","16yrs+",20/10/09 19:30,20/10/09 21:00,TRUE,"Music and Performing Arts","Class",,"DanceEast Box Office","info@danceeast.co.uk","01473 295230",,,"Jerwood DanceHouse","Foundry Lane",,,"Ipswich",,"IP4 1DJ","ace_october",FALSE,"Booking is not required for any of these classes. Just turn up 5-10mins before the class starts and pay at the Box Office."
"Springboard","This class for adults with learning and physical difficulties encourages interaction with fellow group members in the learning and creating of new dance moves. Carers are not required to attend and no previous dance experience is necessary.","All classes cost £5.00 each, £4.00 for concessions","16yrs+",27/10/09 19:30,27/10/09 21:00,TRUE,"Music and Performing Arts","Class",,"DanceEast Box Office","info@danceeast.co.uk","01473 295230",,,"Jerwood DanceHouse","Foundry Lane",,,"Ipswich",,"IP4 1DJ","ace_october",FALSE,"Booking is not required for any of these classes. Just turn up 5-10mins before the class starts and pay at the Box Office."
"Pilates (Improvers","A gentle but effective form of overall exercise offering a holistic approach to body conditioning that improves strength, flexibility, balance and postural alignment.","All classes cost £5.00 each, £4.00 for concessions","16yrs+",06/10/09 20:00,06/10/09 21:15,TRUE,"Sport and Physical Activity","Class",,"DanceEast Box Office","info@danceeast.co.uk","01473 295230",,,"Jerwood DanceHouse","Foundry Lane",,,"Ipswich",,"IP4 1DJ","ace_october",FALSE,"Booking is not required for any of these classes. Just turn up 5-10mins before the class starts and pay at the Box Office."
"Pilates (Improvers","A gentle but effective form of overall exercise offering a holistic approach to body conditioning that improves strength, flexibility, balance and postural alignment.","All classes cost £5.00 each, £4.00 for concessions","16yrs+",13/10/09 20:00,13/10/09 21:15,TRUE,"Sport and Physical Activity","Class",,"DanceEast Box Office","info@danceeast.co.uk","01473 295230",,,"Jerwood DanceHouse","Foundry Lane",,,"Ipswich",,"IP4 1DJ","ace_october",FALSE,"Booking is not required for any of these classes. Just turn up 5-10mins before the class starts and pay at the Box Office."
"Pilates (Improvers","A gentle but effective form of overall exercise offering a holistic approach to body conditioning that improves strength, flexibility, balance and postural alignment.","All classes cost £5.00 each, £4.00 for concessions","16yrs+",20/10/09 20:00,20/10/09 21:15,TRUE,"Sport and Physical Activity","Class",,"DanceEast Box Office","info@danceeast.co.uk","01473 295230",,,"Jerwood DanceHouse","Foundry Lane",,,"Ipswich",,"IP4 1DJ","ace_october",FALSE,"Booking is not required for any of these classes. Just turn up 5-10mins before the class starts and pay at the Box Office."
"Pilates (Improvers","A gentle but effective form of overall exercise offering a holistic approach to body conditioning that improves strength, flexibility, balance and postural alignment.","All classes cost £5.00 each, £4.00 for concessions","16yrs+",27/10/09 20:00,27/10/09 21:15,TRUE,"Sport and Physical Activity","Class",,"DanceEast Box Office","info@danceeast.co.uk","01473 295230",,,"Jerwood DanceHouse","Foundry Lane",,,"Ipswich",,"IP4 1DJ","ace_october",FALSE,"Booking is not required for any of these classes. Just turn up 5-10mins before the class starts and pay at the Box Office."
"Hip Hop","This lively and dynamic dance style will give you the chance to boost your energy and bust some moves. This hip hop class with a street and funk slant will be set to the latest tunes.","All classes cost £5.00 each, £4.00 for concessions","16yrs+",06/10/09 20:00,06/10/09 21:30,TRUE,"Music and Performing Arts","Class",,"DanceEast Box Office","info@danceeast.co.uk","01473 295230",,,"Jerwood DanceHouse","Foundry Lane",,,"Ipswich",,"IP4 1DJ","ace_october",FALSE,"Booking is not required for any of these classes. Just turn up 5-10mins before the class starts and pay at the Box Office."
"Hip Hop","This lively and dynamic dance style will give you the chance to boost your energy and bust some moves. This hip hop class with a street and funk slant will be set to the latest tunes.","All classes cost £5.00 each, £4.00 for concessions","16yrs+",13/10/09 20:00,13/10/09 21:30,TRUE,"Music and Performing Arts","Class",,"DanceEast Box Office","info@danceeast.co.uk","01473 295230",,,"Jerwood DanceHouse","Foundry Lane",,,"Ipswich",,"IP4 1DJ","ace_october",FALSE,"Booking is not required for any of these classes. Just turn up 5-10mins before the class starts and pay at the Box Office."
